"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.6,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.9,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.1,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.9,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.5,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.4,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.4,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.1,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.1,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.8,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2022","2022","PC","Percentage","0","Units",,,7.7,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.5,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.8,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.6,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.8,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.2,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2022","2022","PC","Percentage","0","Units",,,7.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,6.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.1,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.6,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.1,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.6,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.9,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.7,,
